12 Cellist Of Berlin Philh.	Putting On The Ritz
Butler, Henry (Piano)		Ballad Of The Jazz Cafe
Butler, Henry (Piano)		Bar Code Boogie
Butler, Henry (Piano)		Basin Street Blues
Butler, Henry (Piano)		Birth Of The Blues
Butler, Henry (Piano)		Blue Salsa
Butler, Henry (Piano)		Blue Waltz
Butler, Henry (Piano)		Blues After Midnight
Butler, Henry (Piano)		Blues For Big Joe
Butler, Henry (Piano)		Blues For Boswell
Butler, Henry (Piano)		Blues For Chuck
Butler, Henry (Piano)		Blues For Gratia Blutis
Butler, Henry (Piano)		Blues In The Afternoon
Butler, Henry (Piano)		Blues Plane And Simple
Butler, Henry (Piano)		Booggierobics
Butler, Henry (Piano)		Boogie For Breakfast
Butler, Henry (Piano)		Boogie For Jerry Lee
Butler, Henry (Piano)		Butler's Boogie
Butler, Henry (Piano)		Butler's Lament
Butler, Henry (Piano)		Chapel Of Love
Butler, Henry (Piano)		Desire Under The E1
Butler, Henry (Piano)		Disco Moonrise
Butler, Henry (Piano)		Do You Know What I Means To Miss New-Orleans
Butler, Henry (Piano)		Do You Really Love Me
Butler, Henry (Piano)		Down By The Riverside
Butler, Henry (Piano)		Dr. Diddley
Butler, Henry (Piano)		Dr. James
Butler, Henry (Piano)		E Pluribus Blunum
Butler, Henry (Piano)		Everybody's Havin' Fun
Butler, Henry (Piano)		Friday Night In The Faubourg
Butler, Henry (Piano)		La Deca Dance
Butler, Henry (Piano)		La Nuage Et Moi
Butler, Henry (Piano)		Latest Gossip Blues
Butler, Henry (Piano)		Lawdy Miss Clawdy
Butler, Henry (Piano)		Let Me Be
Butler, Henry (Piano)		Living Room Waltz
Butler, Henry (Piano)		Looking Up From The Gutter
Butler, Henry (Piano)		Lucky Sevens
Butler, Henry (Piano)		Margie
Butler, Henry (Piano)		Midnight Mambo
Butler, Henry (Piano)		Mineralogy
Butler, Henry (Piano)		Music Box Boogie
Butler, Henry (Piano)		My Woman Blues
Butler, Henry (Piano)		New-Orleans Rain Dance
Butler, Henry (Piano)		Nine Point Five Blues
Butler, Henry (Piano)		Nutria Suite Blues
Butler, Henry (Piano)		Orleans Inspiration
Butler, Henry (Piano)		Pickle In The Pocket
Butler, Henry (Piano)		Reunion Blues
Butler, Henry (Piano)		River's Invitation
Butler, Henry (Piano)		San-Francisco Blues
Butler, Henry (Piano)		Santa Monica Breeze
Butler, Henry (Piano)		Shades Of Booker
Butler, Henry (Piano)		Shuffle The Cards
Butler, Henry (Piano)		Silver Bullet Special
Butler, Henry (Piano)		Sour Milk Boogie
Butler, Henry (Piano)		Soybean Blues
Butler, Henry (Piano)		Stagger Lee
Butler, Henry (Piano)		Still Young At Fifty
Butler, Henry (Piano)		Sussman Blues
Butler, Henry (Piano)		Sweet 46
Butler, Henry (Piano)		Sweet Georgia Brown
Butler, Henry (Piano)		The Gospel According To Henry
Butler, Henry (Piano)		The Henry Did It
Butler, Henry (Piano)		Two O'Clock News
Butler, Henry (Piano)		Under The Fig Tree
Butler, Henry (Piano)		When The Saints Go Marching In
Cables, George (Piano Trio)	Such Things
Calvert, Eddy & His Orchester	Morgen
Campbell, John			Bop U Drop
Cannon, Hughie (Rag Time Piano)	Bill Bailey
Capote, Truman & His Orchestra	Don't Like Goodbye's
Carmichael, Hoagy		Skylark
Carter, Ron (Jazz Piano Trio)	Hotel South
Chambers, Paul (Piano Trio)	Grand Day
Chambers, Paul (Piano Trio)	Last Lauch
Chambers, Paul (Piano Trio)	They All Cried
Claypoole, Edward B. (Rag Time)	Alabama Jigger
Cleary, Jon (Piano)		12/8 Groove Lesson
Cleary, Jon (Piano)		Burn Mouth Boogie
Cleary, Jon (Piano)		Creole Lament
Cleary, Jon (Piano)		Dixieland Groove Lesson
Cleary, Jon (Piano)		Don't Get Around Much Anymore
Cleary, Jon (Piano)		Funky Indian Groove (Lesson 1)
Cleary, Jon (Piano)		Funky Indian Groove (Lesson 2)
Cleary, Jon (Piano)		Go Ahead Baby
Cleary, Jon (Piano)		Mardi Grass Funk Groove Lesson
Cleary, Jon (Piano)		The Gospel According To Cleary
Cleary, Jon (Piano)		You've Got Something Walking Closer To Thee
Cohan, George M. (Rag Time)	Give My Regards To Broadway
Cohn, Marc			Walking In Memphis
Cole, Nat "King"		Christmas Song
Cole, Nat "King"		I Understand
Cole, Nat "King"		Let There Be Love
Cole, Nat "King"		Merry Christmas
Cole, Nat "King"		Mona Lisa
Cole, Nat "King"		Paper Moon
Cole, Nat "King"		Smile
Cole, Nat "King"		Unforgetable
Cole, Nat "King"		When I Fall In Love
Cole, Nat "King" (Piano Trio)	Easy To Love
Cole, Nat "King" (Piano Trio)	Good Bait
Cole, Nat "King" (Piano Trio)	Our Love Is Here To Stay
Cole, Nat "King" (Piano Trio)	When Your Lover Has Gone
Cole, Nat "King" (Piano)"	Delilah
Cole, Nat "King" (Piano)"	Indian Summer
Cole, Nat "King" (Piano)"	Love Letters
Cole, Nat "King" (Piano)"	Mona Lisa
Cole, Nat "King" (Piano)"	Nature Boy
Cole, Nat "King" (Piano)"	Paper Moon
Cole, Nat "King" (Piano)"	Ramblin' Rose
Cole, Nat "King" (Piano)"	Route 66
Cole, Nat "King" (Piano)"	Stardust
Cole, Nat "King" (Piano)"	Sweet Georgia Brown
Cole, Nat "King" (Piano)"	Tenderly
Cole, Nat "King" (Piano)"	Too Young
Cole, Nat "King" (Piano)"	When Sunny Get's Blue
Corea, Chick (Jazz Piano Trio)	Bossa Tranquillo
Corea, Chick (Jazz Piano Trio)	E-Street
Corea, Chick (Jazz Piano Trio)	Green Top
Corea, Chick (Jazz Piano Trio)	September Samba
Corea, Chick (Jazz Piano Trio)	Spain
Corea, Chick (Piano)		500 Miles High
Corea, Chick (Piano)		Brazilia
Corea, Chick (Piano)		Duende
Corea, Chick (Piano)		Eternal Child
Corea, Chick (Piano)		La Fiesta
Corea, Chick (Piano)		Mirror Mirror
Corea, Chick (Piano)		No Mystery
Corea, Chick (Piano)		Sometime Ago
Corea, Chick (Piano)		Spain
Cramer, Floyd (Rag Time Piano)	Root Beer Rag
Cramer, Floyd (Rag Time Piano)	San Antonio Jose
Culbreath, Wade			The Road Untraveled
Daniels, Charles (Rag Time)	Cotton Time
Davis, Miles			All Blues
Davis, Miles			So What
Davis, Miles			Solar
Davis, Miles			Tutu
Desmond, Paul			Sunny
Desmond, Paul			Take Five
Diodati, Raffaele		Softly
Dixieland Medley		Dixieland Medley Nr. 01
Dixieland Medley		Dixieland Medley Nr. 02
Dixieland Medley		Dixieland Medley Nr. 03
Dixieland Medley		Dixieland Medley Nr. 04
Dixieland Medley		Dixieland Medley Nr. 05
Donaldson, Walter (Piano)	My Blue Heaven
Dorham, Kenny & Orchestra	I'll Take Romance
Dorsey, Tommy & His Orchestra	Gettin' Sentimental Over You
Dorsey, Tommy & His Orchestra	New-York New-York
Dorsey, Tommy & His Orchestra	Night Train
Dorsey, Tommy & His Orchestra	On The Sunny Side Of The Street
Dorsey, Tommy & His Orchestra	Rockin' Robin
Dorsey, Tommy & His Orchestra	Sentimental Journey
Dorsey, Tommy (Piano)		Boogie Woogie
Douglas Quintet, Sir		Mendocino
Dr. John (Piano)		Boogie Blues
Dupree, Champion Jack (Piano)	Blues For Dr. John
Duval, Frank & His Orchestra	Angel Of Mine
Ellington, Duke & His Orchestra	Caravan
Ellington, Duke & His Orchestra	Cotton Tail
Ellington, Duke & His Orchestra	Do Nothin' Till You Hear From Me
Ellington, Duke & His Orchestra	Don't Get Around Much Anymore
Ellington, Duke & His Orchestra	Duke Ellington Medley
Ellington, Duke & His Orchestra	Have You Met Miss Jones
Ellington, Duke & His Orchestra	I Let A Song Go Out Of My Heart
Ellington, Duke & His Orchestra	I'm Beginning To See The Light
Ellington, Duke & His Orchestra	In A Sentimental Mood
Ellington, Duke & His Orchestra	It Don't Mean A Thing
Ellington, Duke & His Orchestra	Jeep's Blues
Ellington, Duke & His Orchestra	Just Squeeze Me
Ellington, Duke & His Orchestra	Makin' Whoopee
Ellington, Duke & His Orchestra	Moon Mist
Ellington, Duke & His Orchestra	Passion Flower
Ellington, Duke & His Orchestra	Perdido
Ellington, Duke & His Orchestra	Satin Doll
Ellington, Duke & His Orchestra	Sophisticated Ladies Medley
Ellington, Duke & His Orchestra	Sophisticated Lady
Ellington, Duke & His Orchestra	Stormy Weather
Ellington, Duke & His Orchestra	Such Sweet Thunder
Ellington, Duke & His Orchestra	Sweet Georgia Brown
Ellington, Duke & His Orchestra	"Take The ""A"" Train"
Ellington, Duke & His Orchestra	The Mooch
Ellington, Duke & His Orchestra	Things Ain't What Used To Be
Ellington, Duke & His Orchestra	Tribute To The Duke (Medley)
Evans, Bill (Jazz Piano Trio)	Blue In Green
Evans, Bill (Jazz Piano Trio)	Frontline
Evans, Bill (Jazz Piano Trio)	Israel
Evans, Bill (Jazz Piano Trio)	Movin' In
Evans, Bill (Piano)		All The Things You Are
Evans, Bill (Piano)		Danny Boy
Evans, Bill (Piano)		Nardis
Evans, Bill (Piano)		People
Evans, Bill (Piano)		The Man I Love But Not For Me
Evans, Bill (Piano)		The More I See You
Evans, Bill (Piano)		When I Fall In Love
Evans, Bill (Piano)		You Go To My Head
Evans, Bill (Piano)		Young And Foolish
Evans, Gil (Rag Time Piano)	In The Good Old Summertime
Faro, Scott La (Piano Trio)	Lisa My Dear
Fazzina, Paul			Bitter Sweet
Fazzina, Paul			Egyptian Eyes
Fazzina, Paul			Making Time
Fazzina, Paul			Now What!
Fazzina, Paul			Swing Blue
Finegan Orchestra, Sauter	A Foggy Day
Fingers, Doc (Piano)		C Boogie
Fingers, Doc (Piano)		Cakewalk
Fingers, Doc (Piano)		Captain Of Memphis
Fingers, Doc (Piano)		Carl's Blues
Fingers, Doc (Piano)		Carl's Shuffle
Fingers, Doc (Piano)		CJ-Blues
Fingers, Doc (Piano)		Early Blues
Fingers, Doc (Piano)		Hard Time Blues
Fingers, Doc (Piano)		I'm The One
Fingers, Doc (Piano)		Lurchin'
Fingers, Doc (Piano)		Mama Doc's Boogie
Fingers, Doc (Piano)		Mystery Groove
Fingers, Doc (Piano)		Stompin' Blues
Fingers, Doc (Piano)		Teeny Blues
Fingers, Doc (Piano)		The Everyway Blues
Fingers, Doc (Piano)		The Missisippi Stomp
Fingers, Doc (Piano)		The Movin' On Blues
Fingers, Doc (Piano)		The Red Light Blues
Fingers, Doc (Piano)		The Right Turn Blues
Fingers, Doc (Piano)		The Shingle Stomp
Fingers, Doc (Piano)		The Winone Shuffle
Fingers, Doc (Piano)		Thirty Minute Woman
Fingers, Doc (Piano)		Trouble Blues
Fingers, Doc (Piano)		Walkin' Home
Fitzgerald, Ella		Don't Dream Of Anybody But Me
Fitzgerald, Ella		How High The Moon
Fitzgerald, Ella		I Can Give You Anything But Love
Flanagan, Tommy (Piano Trio)	Blues In F
Flanagan, Tommy (Piano Trio)	Honey Sweet
Flanagan, Tommy (Piano)		East Of The Sun (And West Of The Moon)
Flanagan, Tommy (Piano)		I Can't Get Started
Flanagan, Tommy (Piano)		Secret Love
Flanagan, Tommy (Piano)		They Can't Take That Away From Me
Friedman, Leo (Rag Time Piano)	Let Me Call You Sweetheart
Fuller, Larry			Blues In C
Gannon, Oliver			Blues In F
Garland, Judy & Orchestra	Somewhere Over The Rainbow
Geibel, A. (Rag Time Piano)	Kentucky Babe
Gershwin, George (Piano Trio)	A Foggy Day
Gershwin, George (Piano Trio)	Bess You Is My Woman
Gershwin, George (Piano Trio)	By Strauss
Gershwin, George (Piano Trio)	For You For Me For Evermore
Gershwin, George (Piano Trio)	I Got Plenty Or Nothing
Gershwin, George (Piano Trio)	It Ain't Necessarily So
Gershwin, George (Piano Trio)	Let's Call The Whole Thing Off
Gershwin, George (Piano Trio)	Love Walked In
Gershwin, George (Piano Trio)	Nice Work If You Can Get It
Gershwin, George (Piano Trio)	Summertime
Gershwin, George (Piano Trio)	They Can't Take That Away From Me
Gershwin, George (Piano Trio)	They Laughed
Gershwin, George (Piano)	An American In Paris
Gershwin, George (Piano)	Rhapsody In Blue
Getz, Stan			Desafinado
Getz, Stan			The Girl From Ipanema
Gillespie, Dizzy & Orchestra	A Night In Tunesia
Gillespie, Dizzy & Orchestra	Salt Peanuts
Goodman, Benny & His Orchestra	Alexander's Ragtime Band
Goodman, Benny & His Orchestra	Never Say Never Again
Goodman, Benny & His Orchestra	Perdido
Goodman, Benny & His Orchestra	Swing Low Sweet Chariot
Greger, Max & His Orchester	Archibald
Greger, Max & His Orchester	As Time Goes By
Greger, Max & His Orchester	Cha Cha Medley
Greger, Max & His Orchester	Charmaine
Greger, Max & His Orchester	Jive Medley
Greger, Max & His Orchester	Love Birds
Greger, Max & His Orchester	Mambo Medley
Greger, Max & His Orchester	My Bonnie e.a. Medley
Greger, Max & His Orchester	Saxofoon Medley
Greger, Max & His Orchester	Slow Rock Medley
Greger, Max & His Orchester	Swing Medley
Greger, Max & His Orchester	Winnetou
Greger, Max & His Orchester	Wolken Und Regen
Greger, Max & His Orchester	Wonderful Land
Greger, Max & His Orchester	Zuckerpuppe
Greger, Max & His Orchester	Alexander's Ragtime Band
Hancock, Herbie (Piano Trio)	Falling In Love With Love
Hancock, Herbie (Piano Trio)	I Didn't Know What Time It Was
Hancock, Herbie (Piano Trio)	Love Walked In
Hancock, Herbie (Piano Trio)	Skyline
Hancock, Herbie (Piano Trio)	Sweet Things
Hancock, Herbie (Piano Trio)	Twin Dolphins
Hancock, Herbie (Piano Trio)	Walk Softly
Hancock, Herbie (Piano)		I Didn't Know What Time It Was
Hancock, Herbie (Piano)		My Funny Valentine
Handy, W.C. (Piano)		St. Louis Blues
Harris, C. (Rag Time Piano)	After The Ball
Harris, C. (Rag Time Piano)	Bowery Medley
Harris, C. (Rag Time Piano)	Medley Of Indiana
Harris, C. (Rag Time Piano)	Take Me Out To The Ballgame
Hawkins, Erskine		Tuxedo Junction
Heath, Percy (Jazz Piano Trio)	Buster Left Town
Heath, Percy (Jazz Piano Trio)	Hello Rebecca
Herman, Woody & Orchestra	Brotherhood Of Man
Herman, Woody & Orchestra	Come Rain Or Come Shine
Herman, Woody & Orchestra	Early Autumn
Herman, Woody & Orchestra	Four Brothers
Herman, Woody & Orchestra	Four Brothers (Revised)
Herman, Woody & Orchestra	I've Got New For You
Herman, Woody & Orchestra	La Fiesta
Herman, Woody & Orchestra	Pavane
Herman, Woody & Orchestra	Round Midnight
Herman, Woody & Orchestra	Woodchopper's Ball
Hersch, Fred (Jazz Piano Trio)	Millennium
Hines, Earl (Piano)		Ray's Mood
Hines, Earl (Piano)		St. James Infirmary
Hirt, Al			Blue Suede Shoes
Hirt, Al			Franky And Johnny
Hirt, Al			Jailhouse Rock
Hirt, Al			When The Saints Go Marching In
Holiday, Billie			Stormy Blues
Holiday, Billie (Piano)		I Only Have Eyes For You
Holland, Dave (Jazz Piano Trio)	Devine Comedy
Hooker, John Lee		(The Blues Is) The Healer
Hooker, John Lee		I'm So Excited
Horne, Lena (Piano)		Watch What Happens
Hot Dogs			Alexander's Ragtime Band
Hoyt, Axton			Pinetop Boogie
Hunter, H. Charles (Rag Time)	Ticked To Death
Hyman, Dick (Piano)		Alexander's Rag Time
Hyman, Dick (Piano)		My Melancholy Baby
Hyman, Dick (Piano)		Oh Lady Be Good
Hyman, Dick (Piano)		Where Or When
Incognito			After The Fall
James (Rag Time Piano)		Pegasus
James, Bob			Orpheus
James, Boney			Ain't No Sunshine
James, Colin			Just Came Back
James, Harry & His Orchester	Call Me Irresponsible
James, Harry & His Orchester	Exactly Like You
James, Harry & His Orchester	Main Street Strut
James, Harry & His Orchester	Red Roses For A Blue Lady
Jarrett, Keith (Piano Trio)	Enough For Now
Jarrett, Keith (Piano Trio)	I Concentrate On You
Jarrett, Keith (Piano Trio)	The Rose
Jarrett, Keith (Piano Trio)	Wind Beneath My Wings
Jazz Standards (Big Band)	550 $ Street
Jazz Standards (Big Band)	A Tribute To Glenn Miller (Medley)
Jazz Standards (Big Band)	Begin The Beguine
Jazz Standards (Big Band)	Big Band Medley
Jazz Standards (Big Band)	Brass Band Medley
Jazz Standards (Big Band)	Greensleeves
Jazz Standards (Big Band)	Harlem Nocturne
Jazz Standards (Big Band)	How High The Moon & So Long
Jazz Standards (Big Band)	I Got Rhythm & I Get A Kick Out Of You
Jazz Standards (Big Band)	Isle Of Capri
Jazz Standards (Big Band)	La Paloma
Jazz Standards (Big Band)	Midnight Blues
Jazz Standards (Big Band)	Night And Day
Jazz Standards (Big Band)	Party Medley
Jazz Standards (Big Band)	Reet Petite
Jazz Standards (Big Band)	Sail Along The Silv'ry Moon
Jazz Standards (Big Band)	Slow Foxtrot Medley
Jazz Standards (Big Band)	Slowmotion
Jazz Standards (Big Band)	Swing Brass Medley
Jazz Standards (Big Band)	Tea For Two
Jazz Standards (Big Band)	That Old Devil Called Love
Jazz Standards (Big Band)	Wheels
Jazz Standards (Big Band)	Wild Cat Blues
Johnston, Ron (Jazz Piano Trio)	Chording II-V-I Lesson
Johnston, Ron (Jazz Piano Trio)	I Love You
Johnston, Ron (Jazz Piano Trio)	My Funny Valentine
Johnston, Ron (Jazz Piano Trio)	September In The Rain
Johnston, Ron (Piano)	   	Arthur's Theme
Johnston, Ron (Piano)		I Love You
Johnston, Ron (Piano)		Scale Voicings Lesson
Jolson, Al (Rag Time Piano)	Baby Face
Jonasz, Michel			La Boite De Jazz
Jonasz, Michel			Mister Swing
Jones, Hank (Piano)		A Crush
Jones, Hank (Piano)		Adventage
Jones, Hank (Piano)		Bluesette
Jones, Hank (Piano)		I Can't Get Started
Jones, Hank (Piano)		Indian Summer
Jones, Hank (Piano)		Look At Me
Jones, Hank (Piano)		Oh Lady Be Good
Jones, Hank (Piano)		Recorda Me
Jones, Hank (Piano)		Round Midnight
Jones, Hank (Piano)		Satin Doll
Jones, Hank (Piano)		Secret Love
Jones, Hank (Piano)		Sentimental Mood
Jones, Hank (Piano)		The Shadow Of Your Smile
Jones, Hank (Piano)		They Can't Take That Away From Me
Jones, Hank (Piano)		Where Or When
Jones, Hank (Piano)		You Go To My Head
Jones, Thad & Mel Lewis (BBand)	Big Dipper
Jones, Thad & Mel Lewis (BBand)	Little Pixie II
Joplin, Scott (Rag Time Piano)	A Breeze From Alabama
Joplin, Scott (Rag Time Piano)	Alexander's Rag Time
Joplin, Scott (Rag Time Piano)	"Baby ""Gaby"""
Joplin, Scott (Rag Time Piano)	Bethena
Joplin, Scott (Rag Time Piano)	Binks' Waltz
Joplin, Scott (Rag Time Piano)	Cleopha
Joplin, Scott (Rag Time Piano)	Country Club
Joplin, Scott (Rag Time Piano)	Dill Pickles
Joplin, Scott (Rag Time Piano)	Elite Syncopations
Joplin, Scott (Rag Time Piano)	Eugenia
Joplin, Scott (Rag Time Piano)	Euphonic Sound
Joplin, Scott (Rag Time Piano)	Felicity Rag
Joplin, Scott (Rag Time Piano)	Fig Leaf Rag
Joplin, Scott (Rag Time Piano)	Gladiolus Rag
Joplin, Scott (Rag Time Piano)	Good Trio
Joplin, Scott (Rag Time Piano)	Heliotrope Bouquet
Joplin, Scott (Rag Time Piano)	Honky Tonk Piano
Joplin, Scott (Rag Time Piano)	Kismet Rag
Joplin, Scott (Rag Time Piano)	Leola
Joplin, Scott (Rag Time Piano)	Lily Queen
Joplin, Scott (Rag Time Piano)	Magnetic Rag
Joplin, Scott (Rag Time Piano)	Maple Leaf Rag
Joplin, Scott (Rag Time Piano)	Original Rag
Joplin, Scott (Rag Time Piano)	Palm Leaf Rag
Joplin, Scott (Rag Time Piano)	Paragon Rag
Joplin, Scott (Rag Time Piano)	Peacherine Rag
Joplin, Scott (Rag Time Piano)	Pine Apple Rag
Joplin, Scott (Rag Time Piano)	Pleasant Moments
Joplin, Scott (Rag Time Piano)	Rag Time Dance
Joplin, Scott (Rag Time Piano)	Rag Tune
Joplin, Scott (Rag Time Piano)	Reflection Rag
Joplin, Scott (Rag Time Piano)	Rose Leaf Rag
Joplin, Scott (Rag Time Piano)	Scott Joplin's New Rag
Joplin, Scott (Rag Time Piano)	Searchlight Rag
Joplin, Scott (Rag Time Piano)	Solace
Joplin, Scott (Rag Time Piano)	Something Doing
Joplin, Scott (Rag Time Piano)	Stoptime Rag
Joplin, Scott (Rag Time Piano)	Sugar Cane
Joplin, Scott (Rag Time Piano)	Sunflower Slow Rag
Joplin, Scott (Rag Time Piano)	Swipesy
Joplin, Scott (Rag Time Piano)	The Cascades
Joplin, Scott (Rag Time Piano)	The Chrysanthemum
Joplin, Scott (Rag Time Piano)	The Easy Winners
Joplin, Scott (Rag Time Piano)	The Entertainer
Joplin, Scott (Rag Time Piano)	The Favorite
Joplin, Scott (Rag Time Piano)	The Nonpareil
Joplin, Scott (Rag Time Piano)	The Rag Time Dance
Joplin, Scott (Rag Time Piano)	The Strenuous Life
Joplin, Scott (Rag Time Piano)	The Sycamore
Joplin, Scott (Rag Time Piano)	Twelve Rag
Joplin, Scott (Rag Time Piano)	Wall Street Rag
Joplin, Scott (Rag Time Piano)	Weeping Willow
Kaempfert, Bert & His Orchester	Blue Spanish Eyes
Kaempfert, Bert & His Orchester	Bourrasque
